f_wood,f_foamboard,spheres_s,spheres_m,spheres_l,cotton_s,cotton_m,cotton_l,jute_s,jute_m,jute_l,sand_s,sand_m,sand_l
8,15,6,10,30,7,7,9,8,6,9,14,0,6
8,15,6,11,27,7,7,9,8,6,8,15,9,6
8,15,6,13,26,7,7,9,8,6,8,15,10,6
8,15,7,14,25,7,7,9,9,6,8,16,10,6
8,15,7,15,23,7,7,0,9,6,8,15,9,6
8,15,7,17,22,7,7,9,10,6,8,14,8,6
8,15,7,18,20,7,7,9,10,6,8,14,8,6
8,0,7,20,19,7,7,9,10,6,8,14,8,6
8,15,8,21,18,7,7,9,11,6,8,13,8,6
8,15,8,21,19,7,7,9,11,6,8,12,8,7
8,15,8,22,20,7,7,9,12,6,8,11,9,7
8,15,8,20,21,7,0,9,12,6,8,11,9,8
8,15,9,18,21,7,7,9,12,6,8,11,10,8
8,15,10,16,21,7,7,9,12,6,8,11,10,8
8,15,11,15,20,7,7,9,12,6,8,11,10,8
8,15,12,13,19,0,7,9,11,6,8,11,11,8
8,15,12,11,18,7,7,9,11,6,8,10,12,9
8,15,13,10,17,7,7,9,11,6,8,10,13,9
8,15,14,8,16,7,7,9,11,6,8,11,13,8
8,15,15,7,15,7,7,9,11,6,8,12,13,0
8,15,16,7,14,7,7,9,10,6,8,12,12,8
8,15,16,7,13,7,7,9,10,6,8,12,12,8
8,15,16,7,12,7,7,9,10,0,8,12,12,8
8,15,16,8,12,7,7,9,10,6,8,11,12,8
8,15,16,8,12,7,7,9,10,6,8,11,12,9
8,15,15,8,12,7,7,9,10,6,8,10,12,10
8,15,15,8,13,7,7,9,10,6,8,10,11,11
8,15,14,8,15,7,7,9,9,6,8,10,10,11
8,15,14,8,16,7,7,9,9,6,8,9,10,12
8,15,13,7,18,7,7,9,8,6,8,9,10,12
8,15,13,0,21,7,7,9,8,6,8,8,10,12
8,15,12,7,21,7,7,9,8,6,8,8,10,12
8,15,12,6,21,7,7,9,7,6,8,8,9,12
8,15,11,6,22,7,7,9,7,6,8,8,9,12
8,15,11,6,22,7,7,9,6,6,8,8,9,11
8,15,11,6,23,7,7,9,6,6,8,8,8,10
8,15,12,6,22,7,7,9,6,6,8,8,8,12
8,15,13,6,20,7,7,9,6,6,8,8,7,14
8,15,14,6,19,7,7,9,6,6,8,8,7,16
8,15,15,6,17,7,7,9,6,6,8,8,7,18
0,15,16,6,16,7,7,9,6,6,8,8,6,21
8,15,17,6,15,7,7,9,6,6,0,7,6,23
8,15,18,6,14,7,7,9,6,6,8,7,6,25
8,15,19,7,14,7,7,9,6,6,8,7,6,28
8,15,20,8,13,7,7,9,6,6,8,7,6,30
8,15,22,9,13,7,7,9,6,6,8,7,7,33
8,15,22,10,12,7,7,9,6,6,8,6,8,33
8,15,22,10,12,7,7,9,6,6,8,6,9,33
8,15,21,11,11,7,7,9,6,6,8,6,10,33
8,15,20,12,11,7,7,9,6,6,8,6,11,33
8,15,20,13,10,7,7,9,0,6,8,6,12,32
8,15,19,14,10,7,7,9,6,6,8,6,13,31
8,16,19,14,11,7,7,9,6,6,8,7,13,31
8,16,18,14,11,7,7,9,6,6,8,7,14,30
8,16,17,14,12,7,7,9,6,6,8,8,15,30
8,16,17,14,13,7,7,0,6,6,8,9,14,28
8,16,16,14,13,7,7,9,6,6,8,9,14,25
8,17,16,14,14,7,7,9,6,6,8,10,13,23
8,17,16,13,15,7,7,9,6,6,8,10,12,21
8,17,15,13,15,7,7,9,6,6,8,11,11,19
8,0,15,12,16,7,7,9,6,6,8,11,10,17
8,17,15,12,16,7,7,9,6,6,8,12,9,16
8,17,15,12,17,7,0,9,6,6,8,0,8,16
8,17,0,11,18,7,7,9,6,6,8,12,8,16
8,17,14,11,17,7,7,9,6,6,8,11,7,16
8,17,14,10,17,7,7,9,6,6,8,11,7,17
8,17,14,10,17,0,7,9,6,6,8,11,7,19
8,17,13,10,17,7,7,9,6,6,8,11,7,21
8,17,12,10,16,7,7,9,6,6,8,11,7,22
8,17,12,10,15,7,7,9,6,6,8,10,7,24
8,17,12,11,15,7,7,9,6,6,8,10,8,26
8,17,11,12,14,7,7,9,6,6,8,10,9,28
8,17,11,12,14,7,7,9,6,6,8,10,10,28
8,17,10,11,13,7,7,9,6,0,8,10,11,28
8,17,10,11,12,7,7,9,6,6,8,10,12,26
8,17,9,11,11,7,7,9,6,6,8,10,13,25
8,17,9,10,12,7,7,9,6,6,8,10,14,23
8,17,8,10,13,7,7,9,6,6,8,10,15,22
8,17,9,9,14,7,7,9,6,6,8,10,16,20
8,17,9,9,15,7,7,9,6,6,8,10,16,19
8,17,9,7,15,7,7,9,6,6,8,11,16,17
8,17,9,6,15,7,7,9,6,6,8,11,16,16
8,17,9,6,16,7,7,9,6,6,8,11,16,14
8,17,10,7,16,7,7,9,6,6,8,12,16,13
8,17,10,9,17,7,7,9,6,6,8,12,15,13
8,17,10,11,17,7,7,9,6,6,8,12,14,13
8,17,10,12,16,7,7,9,6,6,8,13,13,14
8,17,10,14,15,7,7,9,6,6,8,13,12,14
8,17,10,16,14,7,7,9,6,6,8,13,11,14
8,17,10,17,14,7,7,9,6,6,8,13,10,14
8,17,9,18,15,7,7,9,6,6,8,13,9,14
0,17,9,18,15,7,7,9,6,6,8,13,8,14
8,17,8,18,14,7,7,9,6,6,0,13,7,14
8,17,8,16,13,7,7,9,6,6,8,13,6,14
8,17,8,15,12,7,7,9,6,6,8,13,6,14
8,17,8,13,11,7,7,9,6,6,8,13,6,14
8,17,9,14,11,7,7,9,6,6,8,13,6,14
8,17,9,15,10,7,7,9,6,6,8,13,6,14
8,17,10,17,9,7,7,9,6,6,8,13,6,14
8,17,10,18,8,7,7,9,6,6,8,13,6,14
8,17,11,21,7,7,7,9,6,6,8,13,6,14
8,17,11,23,7,7,7,9,0,6,8,13,6,14
8,17,12,26,7,7,7,9,6,6,8,13,0,13
8,17,12,29,7,7,7,9,6,6,8,12,6,12
8,17,13,32,8,7,7,9,6,6,8,11,6,11
8,17,13,35,0,7,7,9,6,6,8,10,6,11
8,17,13,35,8,7,7,0,6,6,8,10,6,10
8,17,13,35,8,7,7,9,6,6,8,9,6,9
8,17,14,35,10,7,7,9,6,6,8,9,6,9
8,17,14,35,12,7,7,9,6,6,8,8,6,8
8,17,15,35,13,7,7,9,6,6,8,8,6,7
8,0,16,32,13,7,7,9,6,6,8,7,7,7
8,17,16,30,14,7,7,9,6,6,8,7,8,7
8,17,17,28,13,7,0,9,6,6,8,7,10,7
8,17,17,25,13,7,7,9,6,6,8,7,11,7
8,17,18,23,14,7,7,9,6,6,8,7,13,7
8,17,17,21,14,7,7,9,6,6,8,8,14,8
8,17,16,20,14,0,7,9,6,6,8,8,15,8
8,17,15,20,12,7,7,9,6,6,7,8,17,10
8,17,13,19,10,7,7,9,6,6,7,8,18,11
8,17,12,19,10,7,7,9,6,6,7,9,20,13
8,17,11,21,9,7,7,9,6,6,7,10,18,14
8,17,9,22,9,7,7,9,6,6,7,10,17,15
8,17,8,24,9,7,7,9,6,6,6,11,16,16
8,17,7,26,9,7,7,9,6,0,6,12,14,17
8,17,6,28,9,7,7,9,6,6,6,12,13,18
8,17,6,30,9,7,7,9,6,6,6,13,12,19
8,17,6,30,8,7,7,9,6,6,6,14,10,20
8,17,6,30,8,7,7,9,6,6,6,15,9,19
8,17,6,30,8,7,7,9,6,6,6,15,8,18
8,17,7,30,7,7,7,9,6,6,6,15,7,17
8,17,7,30,7,7,7,9,6,6,6,14,7,17
8,17,7,29,7,7,7,9,6,6,6,14,7,17
8,17,7,28,6,7,7,9,6,6,6,0,7,16
8,17,7,28,6,7,7,9,6,6,6,13,7,15
8,17,8,27,6,7,7,9,6,6,6,13,7,15
8,17,8,27,6,7,7,9,6,6,6,12,7,14
8,17,8,26,6,7,7,9,6,6,6,11,7,14
8,17,8,25,6,7,7,9,6,6,6,11,7,13
8,17,8,25,6,7,7,9,6,6,7,10,6,0
8,17,8,24,6,7,7,9,6,6,7,9,6,13
8,17,8,24,6,7,7,9,6,6,8,9,6,13
0,17,8,0,6,7,7,9,6,6,8,8,6,13
8,17,8,24,7,7,7,9,6,6,8,8,6,14
8,17,9,24,7,7,7,9,6,6,9,7,6,16
8,17,9,24,12,7,7,9,6,6,9,7,6,17
8,17,9,24,17,7,7,9,6,6,10,7,6,19
8,17,0,24,22,7,7,9,6,6,10,8,6,21
8,17,9,23,30,7,7,9,6,6,10,8,6,22
8,17,10,22,39,7,7,9,6,6,0,9,6,24
8,17,10,21,41,7,7,9,6,6,10,9,6,25
8,17,10,20,43,7,7,9,6,6,10,9,6,27
8,17,10,20,45,7,7,9,0,6,10,9,6,28
8,17,9,19,45,7,7,9,6,6,10,9,6,29
8,17,9,18,45,7,7,9,6,6,10,8,6,29
8,17,9,17,40,7,7,9,6,6,10,8,6,29
8,17,9,16,35,7,7,9,6,6,10,8,7,29
8,17,9,16,30,7,7,0,6,6,10,7,7,29
8,17,9,16,22,7,7,9,6,6,10,6,8,29
8,17,9,16,15,7,7,9,6,6,10,6,8,29
8,17,9,16,14,7,7,9,6,6,10,7,8,26
8,17,8,16,13,7,7,9,6,6,10,8,9,24
8,0,8,16,17,7,7,9,6,6,10,9,9,22
8,17,8,16,24,7,7,9,6,6,10,10,10,20
8,17,8,15,31,7,0,9,6,6,10,11,10,18
8,17,8,14,38,7,7,9,6,6,10,12,10,17
8,17,8,13,45,7,7,9,6,6,10,13,10,15
8,17,8,12,47,7,7,9,6,6,10,14,10,14
8,17,8,11,50,0,7,9,6,6,11,17,9,12
8,17,8,10,50,7,7,9,6,6,11,20,9,11
8,17,9,9,51,7,7,9,6,6,12,19,9,11
8,17,9,8,52,7,7,9,6,6,12,18,9,12
8,17,10,7,47,7,7,9,6,6,13,17,9,13
8,17,10,6,43,7,7,9,6,6,13,16,9,14
8,17,11,6,39,7,7,9,6,6,14,16,9,13
8,17,11,6,43,7,7,9,6,0,14,16,9,13
8,17,12,6,48,7,7,9,6,6,15,16,9,12
8,17,12,6,57,7,7,9,6,6,15,16,9,11
8,17,13,6,63,7,7,9,6,6,15,15,9,10
8,17,13,6,69,7,7,9,6,6,15,14,10,10
8,17,13,7,67,7,7,9,6,6,15,15,11,9
8,17,13,7,65,7,7,9,6,6,15,16,12,8
8,17,13,8,63,7,7,9,6,6,15,17,14,7
8,17,13,8,61,7,7,9,6,6,15,18,15,7
8,17,13,9,59,7,7,9,6,6,15,19,16,6
8,17,13,10,48,7,7,9,6,6,15,18,0,6
8,17,13,10,37,7,7,9,6,6,15,17,15,7
8,17,13,10,26,7,7,9,6,6,15,16,15,7
8,17,13,11,25,7,7,9,6,6,15,15,14,8
8,17,13,11,23,7,7,9,6,6,15,14,14,8
8,17,13,12,29,7,7,9,6,6,15,13,13,8
8,17,13,12,36,7,7,9,6,6,15,12,11,8
8,17,13,12,39,7,7,9,6,6,15,11,10,8
0,17,13,12,42,7,7,9,6,6,15,10,8,8
8,17,13,12,45,7,7,9,6,6,15,10,7,8
8,17,13,12,48,7,7,9,6,6,15,10,7,8
8,17,13,12,51,7,7,9,6,6,15,10,7,8
8,17,13,12,54,7,7,9,6,6,15,10,8,7
8,17,13,13,51,7,7,9,6,6,15,10,9,6
8,17,13,13,48,7,7,9,6,6,14,10,10,6
8,17,13,14,45,7,7,9,6,6,14,10,11,6
8,17,12,15,42,7,7,9,6,6,13,10,12,7
8,17,12,15,42,7,7,9,6,6,13,10,14,7
8,17,12,16,39,7,7,9,0,6,13,10,16,7
8,17,12,16,36,7,7,9,6,6,12,10,17,8
8,17,12,17,34,7,7,9,6,6,12,10,19,8
8,17,12,18,32,7,7,9,6,6,11,10,20,8
8,17,0,18,31,7,7,9,6,6,11,10,19,9
8,17,12,18,31,7,7,0,6,6,11,10,19,9
8,17,12,18,31,7,7,9,6,6,0,10,18,9
8,17,12,18,32,7,7,9,6,6,11,10,18,9
8,17,12,17,29,7,7,9,6,6,11,10,17,9
8,17,12,16,26,7,7,9,6,6,11,10,16,9
8,0,12,15,26,7,7,9,6,6,11,10,15,9
8,17,12,14,26,7,7,9,6,6,11,10,13,9
8,17,12,14,24,7,0,9,6,6,11,10,12,9
8,17,12,13,22,7,7,9,6,6,11,10,12,9
8,17,13,12,20,7,7,9,6,6,11,10,13,8
8,17,13,11,17,7,7,9,6,6,11,10,13,8
8,17,13,10,13,0,7,9,6,6,11,10,14,8
8,17,14,10,9,7,7,9,6,6,11,10,14,8
8,17,14,10,8,7,7,9,6,6,11,10,15,8
8,17,14,9,8,7,7,9,6,6,11,10,15,7
8,17,15,9,8,7,7,9,6,6,11,10,16,7
8,17,15,11,9,7,7,9,6,6,11,10,17,7
8,17,15,13,10,7,7,9,6,6,11,0,18,7
8,17,15,15,11,7,7,9,6,0,11,10,18,7
8,17,15,14,12,7,7,9,6,6,11,10,18,7
8,17,14,14,13,7,7,9,6,6,11,10,18,7
8,17,14,14,14,7,7,9,6,6,11,10,18,7
8,17,13,13,14,7,7,9,6,6,11,10,18,7
8,17,13,13,14,7,7,9,6,6,11,10,18,0
8,17,13,12,14,7,7,9,6,6,11,10,17,7
8,17,13,12,13,7,7,9,6,6,11,10,16,7
8,17,13,10,12,7,7,9,6,6,11,10,15,7
8,17,13,8,11,7,7,9,6,6,11,10,14,7
8,17,13,6,10,7,7,9,6,6,11,9,14,7
8,17,13,6,9,7,7,9,6,6,11,9,13,7
8,17,14,6,8,7,7,9,6,6,11,8,12,7
8,17,14,6,7,7,7,9,6,6,11,8,11,8
8,17,15,6,8,7,7,9,6,6,11,8,10,8
8,17,15,0,9,7,7,9,6,6,11,7,10,9
8,17,16,6,10,7,7,9,6,6,11,7,10,9
8,17,16,6,11,7,7,9,6,6,11,6,10,9
0,17,16,6,12,7,7,9,6,6,11,6,10,10
8,17,16,6,13,7,7,9,6,6,11,6,10,10
8,17,16,6,14,7,7,9,6,6,11,6,10,11
8,17,16,6,15,7,7,9,6,6,11,6,10,11
8,17,16,6,16,7,7,9,6,6,11,6,10,10
8,17,16,7,17,7,7,9,6,6,11,6,9,10
8,17,16,7,17,7,7,9,6,6,11,6,9,9
8,17,16,7,17,7,7,9,6,6,11,6,9,9
8,17,16,7,17,7,7,9,6,6,11,6,9,9
8,17,16,7,16,7,7,9,6,6,11,7,9,9
8,17,15,8,16,7,7,9,0,6,11,7,8,9
8,17,14,9,17,7,7,9,6,6,11,7,8,9
8,17,14,11,17,7,7,9,6,6,10,8,8,9
8,17,13,13,17,7,7,9,6,6,10,8,8,9
8,17,13,16,16,7,7,9,6,6,9,8,8,10
8,17,13,18,16,6,7,0,6,6,9,9,8,10
8,17,12,20,15,6,7,9,6,6,8,9,8,11
8,17,11,23,14,6,7,9,6,6,8,9,8,11
8,17,10,25,13,6,7,9,6,6,7,10,8,11
8,17,9,27,13,6,7,9,6,6,7,10,8,11
8,0,9,29,13,6,7,9,6,6,6,10,8,11
8,17,9,31,13,6,7,9,6,6,0,11,8,11
8,17,8,31,13,6,0,9,6,6,6,11,8,11
8,17,8,31,14,6,7,9,6,6,6,11,8,11
8,17,7,29,15,6,7,9,6,6,6,11,8,11
8,17,7,28,16,6,7,9,6,6,6,11,8,11
8,17,6,28,0,6,7,9,6,6,6,12,9,11
8,17,6,27,16,0,7,9,6,6,6,12,9,11
8,17,7,26,16,7,7,9,6,6,6,12,9,11
8,17,7,25,15,7,7,9,6,6,6,12,9,11
8,17,7,24,14,7,7,9,6,6,6,12,9,11
8,17,7,24,13,7,7,9,6,6,6,12,9,11
8,17,7,23,11,7,7,9,6,6,6,12,0,10
8,17,0,22,9,7,7,9,6,0,7,12,9,10
8,17,7,22,8,7,7,9,6,6,7,12,9,9
8,17,7,23,7,7,7,9,6,6,7,12,9,9
8,17,7,23,7,7,7,9,6,6,7,12,9,8
8,17,7,22,8,7,7,9,6,6,7,12,9,8
8,17,7,21,10,7,7,9,6,6,7,11,9,7
8,17,8,20,13,7,7,9,6,6,7,11,9,7
8,17,8,20,15,7,7,9,6,6,7,11,8,6
8,17,8,19,18,7,7,9,6,6,7,10,8,6
8,17,9,18,21,7,7,9,6,6,7,10,8,6
8,17,9,18,23,7,7,9,6,6,7,10,7,6
8,17,10,17,26,7,7,9,6,6,7,9,7,6
8,17,10,16,28,7,7,9,6,6,7,0,7,6
8,17,10,16,30,7,7,9,6,6,7,9,6,6
8,17,10,16,33,7,7,9,6,6,7,9,6,6
8,17,10,16,33,7,7,9,6,6,7,9,6,6
8,17,10,16,33,7,7,9,6,6,7,9,6,6
8,17,10,16,33,7,7,9,6,6,7,9,6,6
0,17,11,17,33,7,7,9,6,6,7,10,6,0
8,17,11,17,33,7,7,9,6,6,7,9,6,6
8,17,12,18,30,7,7,9,6,6,7,9,6,6
8,17,13,18,28,7,7,9,6,6,7,9,6,6
8,17,13,18,26,7,7,9,6,6,7,9,6,6
8,17,14,19,24,7,7,9,6,6,7,8,6,6
8,17,14,19,22,7,7,9,6,6,7,8,6,7
8,17,15,20,19,7,7,9,6,6,7,8,6,7
8,17,16,20,17,7,7,9,6,6,7,8,6,7
8,17,16,20,15,7,7,9,6,6,7,7,6,7
8,17,16,20,13,7,7,9,0,6,7,6,6,7
8,17,16,20,11,7,7,9,6,6,7,7,6,7
8,17,16,20,11,7,7,9,6,6,7,7,6,7
8,17,16,21,10,7,7,9,6,6,7,7,6,7
8,17,15,21,10,7,7,9,6,6,7,8,6,6
8,17,15,22,10,7,7,0,6,6,7,8,6,6
8,17,15,22,9,7,7,9,6,6,7,8,6,6
8,17,15,23,9,7,7,9,6,6,7,8,6,6
8,17,15,23,8,7,7,9,6,6,7,8,6,6
8,17,14,24,8,7,7,9,6,6,7,8,6,6
8,0,14,24,8,7,7,9,6,6,7,8,6,7
8,17,14,25,7,7,7,9,6,6,7,9,6,7
8,17,14,25,7,7,0,9,6,6,0,9,6,7
8,17,14,25,7,7,7,9,6,6,7,10,7,8
8,17,14,25,7,7,7,9,6,6,7,11,7,8
8,17,14,24,7,7,7,9,6,6,6,12,7,8
8,17,14,23,7,7,7,9,6,6,6,12,8,9
8,17,14,22,7,0,7,9,6,6,6,15,8,9
8,17,14,21,7,7,7,9,6,6,6,18,8,9
8,17,14,20,7,7,7,9,6,6,6,21,9,9
8,17,14,19,7,7,7,9,6,6,6,22,9,8
8,17,14,18,7,7,7,9,6,6,6,23,9,8
8,17,14,17,7,7,7,9,6,6,6,25,9,8
8,17,14,15,7,7,7,9,6,0,6,27,10,8
8,17,14,14,7,7,7,9,6,6,6,27,10,8
8,17,13,14,7,7,7,9,6,6,6,27,11,8
8,17,12,14,7,7,7,9,6,6,6,26,11,8
8,17,12,14,8,7,7,9,6,6,6,26,12,8
8,17,11,14,10,7,7,9,6,6,6,26,12,8
8,17,11,14,12,7,7,9,6,6,6,26,12,8
8,17,10,14,14,7,7,9,6,6,6,28,13,8
8,17,9,14,16,7,7,9,6,6,6,28,13,8
8,17,9,14,17,7,7,9,6,6,6,26,0,8
8,17,8,13,19,7,7,9,6,6,6,24,13,8
8,17,8,13,21,7,7,9,6,6,6,25,13,9
8,17,7,13,23,7,7,9,6,6,6,26,13,10
8,17,7,0,25,7,7,9,6,6,7,27,13,11
8,17,7,13,25,7,7,9,6,6,7,25,13,11
8,17,7,12,25,7,7,9,6,6,7,24,13,12
8,17,7,12,26,7,7,9,6,6,7,23,12,13
8,17,7,12,26,7,7,9,6,6,7,22,12,13
0,17,0,12,25,7,7,9,6,6,7,23,12,14
8,17,6,12,24,7,7,9,6,6,7,23,12,15
8,17,6,12,23,7,7,9,6,6,7,24,12,15
8,17,6,12,24,7,7,9,6,6,7,24,12,15
8,17,6,12,25,7,7,9,6,6,7,23,12,15
8,17,6,12,24,7,7,9,6,6,7,23,12,15
8,17,6,12,23,7,7,9,6,6,7,23,12,14
8,17,6,12,21,7,7,9,6,6,7,22,12,13
8,17,6,12,20,7,7,9,6,6,7,21,12,13
8,17,6,13,18,7,7,9,6,6,7,20,12,12
8,17,6,13,19,7,7,9,0,6,7,18,11,11
8,17,7,14,19,7,7,9,6,6,7,17,11,11
8,17,7,15,19,7,7,9,6,6,7,14,10,11
8,17,7,15,16,7,7,9,6,6,7,14,10,11
8,17,7,16,14,7,7,9,6,6,7,13,10,11
8,17,8,16,13,7,7,0,6,6,7,12,9,11
8,17,8,17,12,7,7,9,6,6,7,11,9,11
8,17,8,18,12,7,7,9,6,6,7,10,8,12
8,17,9,18,13,7,7,9,6,6,7,9,8,13
8,17,9,18,12,7,7,9,6,6,7,9,7,0
8,0,9,18,12,7,7,9,6,6,7,8,7,16
8,17,8,18,12,7,7,9,6,6,7,8,7,18
8,17,8,18,14,7,0,9,6,6,7,8,6,20
8,17,8,18,17,7,7,9,6,6,7,8,6,22
8,17,7,18,19,7,7,9,6,6,0,9,7,25
8,17,7,18,21,7,7,9,6,6,7,10,9,27
8,17,7,18,24,7,6,9,6,6,7,10,9,29
8,17,6,18,24,0,6,9,6,6,7,11,10,31
8,17,6,18,25,7,6,9,6,6,7,12,11,33
8,17,6,18,27,7,6,9,6,6,7,12,12,36
8,17,6,19,28,7,6,9,6,6,7,11,13,36
8,17,6,19,30,7,6,9,6,6,7,11,14,36
8,17,7,19,29,7,6,9,6,6,7,11,14,36
8,17,7,19,29,7,6,9,6,0,7,10,14,37
8,17,7,19,27,7,6,9,6,6,7,9,13,39
8,17,8,19,25,7,6,9,6,6,7,9,11,40
8,17,8,19,24,7,6,9,6,6,7,8,11,41
8,17,9,19,23,7,6,9,6,6,7,8,10,42
8,16,9,17,22,7,6,9,6,6,7,7,9,43
8,15,10,16,21,7,6,9,6,6,7,8,8,44
8,14,10,15,20,7,6,9,6,6,7,8,7,45
8,13,11,13,19,7,6,9,6,6,7,8,7,46
8,12,12,12,18,7,6,9,6,6,7,8,7,47
8,11,13,11,19,7,6,9,6,6,7,9,8,46
8,10,14,9,21,7,6,9,6,6,7,9,8,46
8,9,15,8,23,7,6,9,6,6,7,9,8,42
8,8,16,7,24,7,6,9,6,6,7,9,8,38
8,8,16,6,25,7,6,9,6,6,7,8,9,35
8,8,17,6,27,7,6,9,6,6,7,8,10,32
8,8,18,6,28,7,6,9,6,6,7,8,10,30
8,8,19,6,30,7,6,9,6,6,7,0,11,29
0,8,19,6,29,7,6,9,6,6,7,8,11,28
8,8,19,6,28,7,6,9,6,6,7,8,11,26
8,8,19,6,26,7,6,9,6,6,7,8,12,24
8,8,19,6,25,7,6,9,6,6,7,8,12,21
8,8,19,6,25,7,6,9,6,6,7,8,13,21
8,8,18,6,23,7,6,9,6,6,7,8,13,22
8,8,18,6,21,7,6,9,6,6,7,8,12,22
8,8,18,6,19,7,6,9,6,6,7,8,12,23
8,8,18,6,17,7,6,9,6,6,7,8,11,21
8,8,18,6,16,7,6,9,6,6,7,8,11,20
8,8,17,6,16,7,6,9,0,6,7,8,10,19
8,8,16,7,16,7,6,9,6,6,7,7,10,20
8,8,15,7,16,7,6,9,6,6,7,7,9,21
8,8,14,7,15,7,6,9,6,6,7,7,9,22
8,8,13,6,14,7,6,9,6,6,7,6,10,24
8,8,12,0,14,7,6,0,6,6,7,6,10,24
8,8,11,7,14,7,6,9,6,6,7,6,11,24
8,8,10,9,16,7,6,9,6,6,7,6,11,24
8,8,9,10,18,7,6,9,6,6,7,6,12,23
8,8,9,11,20,7,6,9,6,6,7,6,13,23
8,8,8,12,21,7,6,9,6,6,7,6,13,23
8,8,8,13,23,7,6,9,6,6,7,6,14,21
8,8,8,14,25,7,6,9,6,6,7,6,15,18
8,8,8,15,26,7,0,9,6,6,7,6,15,15
8,8,8,16,28,7,6,9,6,6,0,7,15,13
8,8,8,18,30,7,6,9,6,6,7,7,15,12
8,8,8,18,31,7,6,9,6,6,7,8,15,11
8,8,8,18,31,0,6,9,6,6,7,8,0,10
8,8,9,18,31,7,6,9,6,6,7,9,14,10
8,0,9,18,31,7,6,9,6,6,7,9,13,9
8,8,9,18,31,7,6,9,6,6,7,10,12,9
8,8,0,17,31,7,6,9,6,6,7,10,11,8
8,8,9,17,0,7,6,9,6,6,7,11,11,9
8,8,9,16,30,7,6,9,6,0,7,11,10,10
8,8,8,15,29,7,6,9,6,6,7,11,9,10
8,8,8,15,28,7,6,9,6,6,7,11,8,11
8,8,8,14,27,7,6,9,6,6,7,11,7,12
8,8,8,13,26,7,6,9,6,6,7,11,7,13
8,8,8,13,24,7,6,9,6,6,7,11,7,13
8,8,7,12,22,7,6,9,6,6,7,11,7,13
8,8,7,12,21,7,6,9,6,6,7,11,7,13
8,8,7,12,19,7,6,9,6,6,7,11,7,13
8,8,7,12,17,7,6,9,6,6,7,11,7,14
8,8,7,13,16,7,6,9,6,6,7,11,7,14
8,8,7,15,15,7,6,9,6,6,7,12,7,15
8,8,7,16,15,7,6,9,6,6,7,12,7,15
8,8,8,16,14,7,6,9,6,6,7,12,7,16
8,8,8,17,13,7,6,9,6,6,7,12,7,17
8,8,9,16,13,7,6,9,6,6,7,11,7,17
8,8,10,16,13,7,6,9,6,6,7,11,7,18
8,8,10,16,13,7,6,9,6,6,7,11,7,18
0,8,11,18,13,7,6,9,6,6,7,10,7,18
8,8,11,21,13,7,6,9,6,6,7,10,7,19
8,8,12,23,13,7,6,9,6,6,7,9,6,18
8,8,13,25,13,7,6,9,6,6,7,8,6,18
8,8,13,27,13,7,6,9,6,6,7,7,6,18
8,8,13,30,14,7,6,9,6,6,7,7,6,18
8,8,13,33,15,7,6,9,6,6,7,7,6,18
8,8,13,36,17,7,6,9,6,6,7,7,6,18
8,8,13,39,19,7,6,9,6,6,7,7,6,18
8,8,13,42,20,7,6,9,6,6,7,6,6,18
8,8,13,40,22,7,6,9,0,6,7,6,6,18
8,8,12,39,24,7,6,9,6,6,7,6,6,18
8,8,12,37,26,7,6,9,6,6,7,6,6,18
8,8,12,36,27,7,6,9,6,6,7,0,6,18
8,8,11,35,29,7,6,9,6,6,7,6,6,18
8,8,11,34,27,7,6,0,6,6,7,6,7,18
8,8,11,32,25,7,6,9,6,6,8,6,8,18
8,8,10,31,22,7,6,9,6,6,8,6,8,16
8,8,10,30,20,7,6,9,6,6,8,6,9,15
8,8,10,28,18,7,6,9,6,6,9,6,10,14
8,8,10,28,15,7,6,9,6,6,9,6,10,13
8,8,9,29,15,7,6,9,6,6,9,6,11,12
8,8,9,29,16,7,6,9,6,6,10,6,12,10
8,8,9,29,18,7,0,9,6,6,10,6,13,9
8,8,8,27,21,7,6,9,6,6,10,6,13,8
8,8,9,25,26,7,6,9,6,6,9,6,13,7
8,8,10,24,29,7,6,9,6,6,9,6,13,6
8,8,10,22,33,0,6,9,6,6,8,6,13,8
8,8,11,21,37,7,6,9,6,6,8,6,13,9
8,0,11,19,37,7,6,9,6,6,0,6,12,9
8,8,12,17,37,7,6,9,6,6,7,6,11,10
8,8,13,16,35,7,6,9,6,6,7,6,10,10
8,8,14,16,32,7,6,9,6,6,6,6,10,11
8,8,15,15,27,7,6,9,7,0,6,6,9,11
8,8,16,14,25,7,6,9,7,6,6,6,8,12
8,8,16,13,22,7,6,9,8,6,6,6,8,12
8,8,16,13,21,7,6,9,8,6,6,6,7,12
8,8,16,12,20,7,6,9,8,6,6,6,6,11
8,8,16,11,20,7,6,9,9,6,6,7,6,10
8,8,16,10,23,7,6,9,9,6,6,7,6,10
8,8,16,10,26,7,6,9,10,6,6,8,6,9
8,8,16,8,28,7,6,9,10,6,6,8,6,9
8,8,16,7,34,7,6,9,10,6,6,8,6,9
8,8,16,6,40,7,6,9,10,6,6,9,6,8
8,8,16,6,44,7,6,9,10,6,6,10,6,8
8,9,16,6,43,7,6,9,10,6,6,10,6,7
8,9,16,7,41,7,6,9,10,6,6,10,7,7
8,10,16,8,42,7,6,9,10,6,6,10,7,7
8,11,16,9,43,7,6,9,10,6,6,9,7,7
